dataset_name,window_start_sample,window_end_sample,true_label,predicted_label,prediction_score
lstm_training_data.npz_lrlr_bilstm_model_sample_59,59,60,0,0,0.44418585300445557
lstm_training_data.npz_lrlr_bilstm_model_sample_60,60,61,0,0,0.49738559126853943
lstm_training_data.npz_lrlr_bilstm_model_sample_61,61,62,0,0,0.49790170788764954
lstm_training_data.npz_lrlr_bilstm_model_sample_62,62,63,0,0,0.41772395372390747
lstm_training_data.npz_lrlr_bilstm_model_sample_63,63,64,0,0,0.36789748072624207
lstm_training_data.npz_lrlr_bilstm_model_sample_64,64,65,0,0,0.3851757347583771
lstm_training_data.npz_lrlr_bilstm_model_sample_65,65,66,0,0,0.4854027330875397
lstm_training_data.npz_lrlr_bilstm_model_sample_66,66,67,0,1,0.6697118282318115
lstm_training_data.npz_lrlr_bilstm_model_sample_67,67,68,0,1,0.6758753061294556
lstm_training_data.npz_lrlr_bilstm_model_sample_68,68,69,0,1,0.6961004137992859
lstm_training_data.npz_lrlr_bilstm_model_sample_69,69,70,0,1,0.5288724303245544
lstm_training_data.npz_lrlr_bilstm_model_sample_70,70,71,0,0,0.4072844982147217
lstm_training_data.npz_lrlr_bilstm_model_sample_71,71,72,0,0,0.4587266147136688
lstm_training_data.npz_lrlr_bilstm_model_sample_72,72,73,0,1,0.642723023891449
lstm_training_data.npz_lrlr_bilstm_model_sample_73,73,74,0,1,0.6294122338294983
lstm_training_data.npz_lrlr_bilstm_model_sample_74,74,75,0,0,0.47003939747810364
lstm_training_data.npz_lrlr_bilstm_model_sample_75,75,76,0,0,0.4798318147659302
lstm_training_data.npz_lrlr_bilstm_model_sample_76,76,77,0,1,0.5161142349243164
lstm_training_data.npz_lrlr_bilstm_model_sample_77,77,78,0,1,0.5262121558189392
lstm_training_data.npz_lrlr_bilstm_model_sample_78,78,79,1,0,0.46712109446525574
lstm_training_data.npz_lrlr_bilstm_model_sample_79,79,80,1,1,0.5264293551445007
lstm_training_data.npz_lrlr_bilstm_model_sample_80,80,81,1,0,0.3009726107120514
lstm_training_data.npz_lrlr_bilstm_model_sample_81,81,82,1,0,0.4992881715297699
lstm_training_data.npz_lrlr_bilstm_model_sample_82,82,83,0,1,0.6834168434143066
lstm_training_data.npz_lrlr_bilstm_model_sample_83,83,84,0,0,0.20612940192222595
lstm_training_data.npz_lrlr_bilstm_model_sample_84,84,85,0,0,0.4989296793937683
lstm_training_data.npz_lrlr_bilstm_model_sample_85,85,86,0,0,0.47451815009117126
lstm_training_data.npz_lrlr_bilstm_model_sample_86,86,87,0,0,0.44776660203933716
lstm_training_data.npz_lrlr_bilstm_model_sample_87,87,88,0,0,0.35502541065216064
lstm_training_data.npz_lrlr_bilstm_model_sample_88,88,89,0,1,0.5622001886367798
lstm_training_data.npz_lrlr_bilstm_model_sample_89,89,90,0,1,0.6003129482269287
lstm_training_data.npz_lrlr_bilstm_model_sample_90,90,91,0,1,0.5096272230148315
lstm_training_data.npz_lrlr_bilstm_model_sample_91,91,92,0,0,0.3540562093257904
lstm_training_data.npz_lrlr_bilstm_model_sample_92,92,93,0,1,0.6007569432258606
lstm_training_data.npz_lrlr_bilstm_model_sample_93,93,94,0,1,0.5788537263870239
lstm_training_data.npz_lrlr_bilstm_model_sample_94,94,95,0,0,0.4340551793575287
lstm_training_data.npz_lrlr_bilstm_model_sample_95,95,96,0,0,0.4210018515586853
lstm_training_data.npz_lrlr_bilstm_model_sample_96,96,97,0,1,0.5620970726013184
lstm_training_data.npz_lrlr_bilstm_model_sample_97,97,98,0,1,0.5259584188461304
lstm_training_data.npz_lrlr_bilstm_model_sample_98,98,99,0,0,0.46011245250701904
lstm_training_data.npz_lrlr_bilstm_model_sample_99,99,100,0,0,0.23912516236305237
lstm_training_data.npz_lrlr_bilstm_model_sample_100,100,101,1,1,0.5264787673950195
lstm_training_data.npz_lrlr_bilstm_model_sample_101,101,102,1,0,0.2033384144306183
lstm_training_data.npz_lrlr_bilstm_model_sample_102,102,103,1,1,0.5492664575576782
lstm_training_data.npz_lrlr_bilstm_model_sample_103,103,104,1,1,0.5351306796073914
lstm_training_data.npz_lrlr_bilstm_model_sample_104,104,105,0,1,0.5007504224777222
lstm_training_data.npz_lrlr_bilstm_model_sample_105,105,106,0,1,0.5004216432571411
lstm_training_data.npz_lrlr_bilstm_model_sample_106,106,107,0,0,0.4824996292591095
lstm_training_data.npz_lrlr_bilstm_model_sample_107,107,108,0,1,0.5943091511726379
lstm_training_data.npz_lrlr_bilstm_model_sample_108,108,109,0,0,0.46709591150283813
lstm_training_data.npz_lrlr_bilstm_model_sample_109,109,110,0,0,0.4855741560459137
lstm_training_data.npz_lrlr_bilstm_model_sample_110,110,111,0,1,0.5042441487312317
lstm_training_data.npz_lrlr_bilstm_model_sample_111,111,112,0,0,0.49814337491989136
lstm_training_data.npz_lrlr_bilstm_model_sample_112,112,113,0,1,0.5079595446586609
lstm_training_data.npz_lrlr_bilstm_model_sample_113,113,114,0,0,0.4609241783618927
lstm_training_data.npz_lrlr_bilstm_model_sample_114,114,115,0,0,0.2765864431858063
lstm_training_data.npz_lrlr_bilstm_model_sample_115,115,116,0,0,0.4728165566921234
lstm_training_data.npz_lrlr_bilstm_model_sample_116,116,117,0,0,0.3437902331352234
lstm_training_data.npz_lrlr_bilstm_model_sample_117,117,118,1,1,0.6652917265892029
lstm_training_data.npz_lrlr_bilstm_model_sample_118,118,119,1,1,0.5172264575958252
lstm_training_data.npz_lrlr_bilstm_model_sample_119,119,120,1,1,0.5311400890350342
lstm_training_data.npz_lrlr_bilstm_model_sample_120,120,121,1,1,0.558161735534668
lstm_training_data.npz_lrlr_bilstm_model_sample_121,121,122,1,1,0.5755369663238525
lstm_training_data.npz_lrlr_bilstm_model_sample_122,122,123,1,0,0.47751492261886597
lstm_training_data.npz_lrlr_bilstm_model_sample_123,123,124,1,0,0.4920503497123718
lstm_training_data.npz_lrlr_bilstm_model_sample_124,124,125,1,0,0.4638267457485199
lstm_training_data.npz_lrlr_bilstm_model_sample_125,125,126,1,1,0.5737482309341431
lstm_training_data.npz_lrlr_bilstm_model_sample_126,126,127,0,0,0.4985186457633972
lstm_training_data.npz_lrlr_bilstm_model_sample_127,127,128,0,1,0.5263058543205261
lstm_training_data.npz_lrlr_bilstm_model_sample_128,128,129,0,1,0.523705780506134
lstm_training_data.npz_lrlr_bilstm_model_sample_129,129,130,0,1,0.5789729952812195
lstm_training_data.npz_lrlr_bilstm_model_sample_130,130,131,0,1,0.5365139245986938
lstm_training_data.npz_lrlr_bilstm_model_sample_131,131,132,0,0,0.292201429605484
lstm_training_data.npz_lrlr_bilstm_model_sample_132,132,133,0,1,0.5173508524894714
lstm_training_data.npz_lrlr_bilstm_model_sample_133,133,134,0,1,0.5290812253952026
lstm_training_data.npz_lrlr_bilstm_model_sample_134,134,135,0,0,0.4824783504009247
lstm_training_data.npz_lrlr_bilstm_model_sample_135,135,136,0,1,0.5980359315872192
lstm_training_data.npz_lrlr_bilstm_model_sample_136,136,137,0,0,0.3912040889263153
lstm_training_data.npz_lrlr_bilstm_model_sample_137,137,138,0,1,0.5058650374412537
lstm_training_data.npz_lrlr_bilstm_model_sample_138,138,139,0,1,0.6112471222877502
lstm_training_data.npz_lrlr_bilstm_model_sample_139,139,140,0,0,0.4360724687576294
lstm_training_data.npz_lrlr_bilstm_model_sample_140,140,141,0,0,0.46415796875953674
lstm_training_data.npz_lrlr_bilstm_model_sample_141,141,142,0,0,0.4013301432132721
lstm_training_data.npz_lrlr_bilstm_model_sample_142,142,143,0,1,0.5401753783226013
lstm_training_data.npz_lrlr_bilstm_model_sample_143,143,144,0,1,0.5459753274917603
lstm_training_data.npz_lrlr_bilstm_model_sample_144,144,145,0,0,0.4536123275756836
lstm_training_data.npz_lrlr_bilstm_model_sample_145,145,146,0,1,0.6744430661201477
lstm_training_data.npz_lrlr_bilstm_model_sample_146,146,147,0,1,0.6949906349182129
lstm_training_data.npz_lrlr_bilstm_model_sample_147,147,148,0,0,0.4430886507034302
lstm_training_data.npz_lrlr_bilstm_model_sample_148,148,149,0,1,0.5147842764854431
lstm_training_data.npz_lrlr_bilstm_model_sample_149,149,150,1,1,0.554764449596405
lstm_training_data.npz_lrlr_bilstm_model_sample_150,150,151,1,1,0.554599404335022
lstm_training_data.npz_lrlr_bilstm_model_sample_151,151,152,1,1,0.7192786931991577
lstm_training_data.npz_lrlr_bilstm_model_sample_152,152,153,1,0,0.4196975529193878
lstm_training_data.npz_lrlr_bilstm_model_sample_153,153,154,1,1,0.552924394607544
lstm_training_data.npz_lrlr_bilstm_model_sample_154,154,155,1,1,0.640006422996521
lstm_training_data.npz_lrlr_bilstm_model_sample_155,155,156,1,1,0.5569019913673401
lstm_training_data.npz_lrlr_bilstm_model_sample_156,156,157,1,0,0.47700345516204834
lstm_training_data.npz_lrlr_bilstm_model_sample_157,157,158,1,0,0.5
lstm_training_data.npz_lrlr_bilstm_model_sample_158,158,159,1,0,0.43339207768440247
lstm_training_data.npz_lrlr_bilstm_model_sample_159,159,160,1,0,0.4839212894439697
lstm_training_data.npz_lrlr_bilstm_model_sample_160,160,161,1,1,0.5318836569786072
lstm_training_data.npz_lrlr_bilstm_model_sample_161,161,162,0,1,0.5308061838150024
lstm_training_data.npz_lrlr_bilstm_model_sample_162,162,163,0,1,0.5534800887107849
lstm_training_data.npz_lrlr_bilstm_model_sample_163,163,164,0,1,0.5981401801109314
lstm_training_data.npz_lrlr_bilstm_model_sample_164,164,165,0,1,0.606348991394043
lstm_training_data.npz_lrlr_bilstm_model_sample_165,165,166,0,1,0.5531397461891174
lstm_training_data.npz_lrlr_bilstm_model_sample_166,166,167,0,1,0.521332323551178
lstm_training_data.npz_lrlr_bilstm_model_sample_167,167,168,0,0,0.47597193717956543
lstm_training_data.npz_lrlr_bilstm_model_sample_168,168,169,0,1,0.5161787271499634
lstm_training_data.npz_lrlr_bilstm_model_sample_169,169,170,0,1,0.5157413482666016
lstm_training_data.npz_lrlr_bilstm_model_sample_170,170,171,0,1,0.507975697517395
lstm_training_data.npz_lrlr_bilstm_model_sample_171,171,172,0,0,0.4826820492744446
lstm_training_data.npz_lrlr_bilstm_model_sample_172,172,173,0,0,0.4015856385231018
lstm_training_data.npz_lrlr_bilstm_model_sample_173,173,174,0,0,0.483356237411499
lstm_training_data.npz_lrlr_bilstm_model_sample_174,174,175,0,0,0.46529117226600647
lstm_training_data.npz_lrlr_bilstm_model_sample_175,175,176,0,1,0.5580412149429321
lstm_training_data.npz_lrlr_bilstm_model_sample_176,176,177,0,1,0.7075579166412354
lstm_training_data.npz_lrlr_bilstm_model_sample_177,177,178,0,1,0.6523586511611938
lstm_training_data.npz_lrlr_bilstm_model_sample_178,178,179,0,1,0.5290875434875488
lstm_training_data.npz_lrlr_bilstm_model_sample_179,179,180,0,1,0.5200338363647461
lstm_training_data.npz_lrlr_bilstm_model_sample_180,180,181,0,0,0.4902554154396057
lstm_training_data.npz_lrlr_bilstm_model_sample_181,181,182,0,1,0.6048700213432312
lstm_training_data.npz_lrlr_bilstm_model_sample_182,182,183,0,0,0.25409233570098877
lstm_training_data.npz_lrlr_bilstm_model_sample_183,183,184,0,1,0.5074178576469421
lstm_training_data.npz_lrlr_bilstm_model_sample_184,184,185,0,1,0.590848982334137
lstm_training_data.npz_lrlr_bilstm_model_sample_185,185,186,0,1,0.6458187103271484
lstm_training_data.npz_lrlr_bilstm_model_sample_186,186,187,0,1,0.5678755044937134
lstm_training_data.npz_lrlr_bilstm_model_sample_187,187,188,0,1,0.535780668258667
lstm_training_data.npz_lrlr_bilstm_model_sample_188,188,189,0,1,0.5450830459594727
lstm_training_data.npz_lrlr_bilstm_model_sample_189,189,190,0,1,0.5146358609199524
lstm_training_data.npz_lrlr_bilstm_model_sample_190,190,191,0,0,0.22176827490329742
lstm_training_data.npz_lrlr_bilstm_model_sample_191,191,192,0,1,0.558347761631012
lstm_training_data.npz_lrlr_bilstm_model_sample_192,192,193,0,0,0.4992927312850952
lstm_training_data.npz_lrlr_bilstm_model_sample_193,193,194,0,1,0.5068893432617188
lstm_training_data.npz_lrlr_bilstm_model_sample_194,194,195,0,1,0.5922445058822632
lstm_training_data.npz_lrlr_bilstm_model_sample_195,195,196,0,0,0.43119677901268005
lstm_training_data.npz_lrlr_bilstm_model_sample_196,196,197,0,1,0.5512174963951111
lstm_training_data.npz_lrlr_bilstm_model_sample_197,197,198,1,1,0.5592462420463562
lstm_training_data.npz_lrlr_bilstm_model_sample_198,198,199,1,1,0.5983261466026306
lstm_training_data.npz_lrlr_bilstm_model_sample_199,199,200,1,0,0.42426562309265137
lstm_training_data.npz_lrlr_bilstm_model_sample_200,200,201,1,0,0.3308385908603668
lstm_training_data.npz_lrlr_bilstm_model_sample_201,201,202,1,0,0.4204096496105194
lstm_training_data.npz_lrlr_bilstm_model_sample_202,202,203,1,1,0.5117212533950806
lstm_training_data.npz_lrlr_bilstm_model_sample_203,203,204,1,0,0.4820043742656708
lstm_training_data.npz_lrlr_bilstm_model_sample_204,204,205,1,1,0.5463741421699524
lstm_training_data.npz_lrlr_bilstm_model_sample_205,205,206,1,1,0.6122573614120483
lstm_training_data.npz_lrlr_bilstm_model_sample_206,206,207,0,0,0.4721427261829376
lstm_training_data.npz_lrlr_bilstm_model_sample_207,207,208,0,1,0.5225067734718323
lstm_training_data.npz_lrlr_bilstm_model_sample_208,208,209,0,1,0.5010133981704712
lstm_training_data.npz_lrlr_bilstm_model_sample_209,209,210,0,1,0.5050737857818604
lstm_training_data.npz_lrlr_bilstm_model_sample_210,210,211,0,1,0.5509190559387207
lstm_training_data.npz_lrlr_bilstm_model_sample_211,211,212,0,1,0.5437769293785095
lstm_training_data.npz_lrlr_bilstm_model_sample_212,212,213,0,1,0.5825192928314209
lstm_training_data.npz_lrlr_bilstm_model_sample_213,213,214,0,1,0.5576376914978027
lstm_training_data.npz_lrlr_bilstm_model_sample_214,214,215,0,1,0.5364617109298706
lstm_training_data.npz_lrlr_bilstm_model_sample_215,215,216,0,1,0.5854004621505737
lstm_training_data.npz_lrlr_bilstm_model_sample_216,216,217,0,0,0.34994277358055115
lstm_training_data.npz_lrlr_bilstm_model_sample_217,217,218,0,1,0.5225120782852173
lstm_training_data.npz_lrlr_bilstm_model_sample_218,218,219,0,1,0.6608965992927551
lstm_training_data.npz_lrlr_bilstm_model_sample_219,219,220,0,1,0.5278063416481018
lstm_training_data.npz_lrlr_bilstm_model_sample_220,220,221,0,1,0.5664278864860535
lstm_training_data.npz_lrlr_bilstm_model_sample_221,221,222,0,1,0.5064643621444702
lstm_training_data.npz_lrlr_bilstm_model_sample_222,222,223,0,0,0.474373459815979
lstm_training_data.npz_lrlr_bilstm_model_sample_223,223,224,0,0,0.482249915599823
lstm_training_data.npz_lrlr_bilstm_model_sample_224,224,225,0,0,0.45664456486701965
lstm_training_data.npz_lrlr_bilstm_model_sample_225,225,226,0,1,0.5964382290840149
lstm_training_data.npz_lrlr_bilstm_model_sample_226,226,227,0,0,0.4842669367790222
lstm_training_data.npz_lrlr_bilstm_model_sample_227,227,228,0,0,0.4945243299007416
lstm_training_data.npz_lrlr_bilstm_model_sample_228,228,229,0,1,0.5402507185935974
lstm_training_data.npz_lrlr_bilstm_model_sample_229,229,230,0,0,0.4595981240272522
lstm_training_data.npz_lrlr_bilstm_model_sample_230,230,231,0,1,0.530146598815918
lstm_training_data.npz_lrlr_bilstm_model_sample_231,231,232,1,0,0.4249862730503082
lstm_training_data.npz_lrlr_bilstm_model_sample_232,232,233,1,0,0.38108816742897034
lstm_training_data.npz_lrlr_bilstm_model_sample_233,233,234,1,1,0.6258060336112976
lstm_training_data.npz_lrlr_bilstm_model_sample_234,234,235,1,0,0.3796612620353699
lstm_training_data.npz_lrlr_bilstm_model_sample_235,235,236,1,1,0.5140929818153381
lstm_training_data.npz_lrlr_bilstm_model_sample_236,236,237,1,1,0.6877188086509705
lstm_training_data.npz_lrlr_bilstm_model_sample_237,237,238,1,0,0.5
lstm_training_data.npz_lrlr_bilstm_model_sample_238,238,239,1,1,0.552230715751648
lstm_training_data.npz_lrlr_bilstm_model_sample_239,239,240,1,0,0.3518039882183075
lstm_training_data.npz_lrlr_bilstm_model_sample_240,240,241,0,0,0.43824484944343567
lstm_training_data.npz_lrlr_bilstm_model_sample_241,241,242,0,0,0.39559227228164673
lstm_training_data.npz_lrlr_bilstm_model_sample_242,242,243,0,0,0.4924784004688263
lstm_training_data.npz_lrlr_bilstm_model_sample_243,243,244,0,1,0.689354658126831
lstm_training_data.npz_lrlr_bilstm_model_sample_244,244,245,0,0,0.4009559750556946
lstm_training_data.npz_lrlr_bilstm_model_sample_245,245,246,0,1,0.5912250876426697
lstm_training_data.npz_lrlr_bilstm_model_sample_246,246,247,0,0,0.44657233357429504
lstm_training_data.npz_lrlr_bilstm_model_sample_247,247,248,0,0,0.450826495885849
lstm_training_data.npz_lrlr_bilstm_model_sample_248,248,249,0,1,0.5568563938140869
lstm_training_data.npz_lrlr_bilstm_model_sample_249,249,250,0,0,0.29069381952285767
lstm_training_data.npz_lrlr_bilstm_model_sample_250,250,251,0,1,0.5983285903930664
lstm_training_data.npz_lrlr_bilstm_model_sample_251,251,252,0,0,0.43454912304878235
lstm_training_data.npz_lrlr_bilstm_model_sample_252,252,253,0,0,0.48521363735198975
lstm_training_data.npz_lrlr_bilstm_model_sample_253,253,254,0,0,0.4732418656349182
lstm_training_data.npz_lrlr_bilstm_model_sample_254,254,255,0,0,0.27923497557640076
lstm_training_data.npz_lrlr_bilstm_model_sample_255,255,256,0,1,0.5651030540466309
lstm_training_data.npz_lrlr_bilstm_model_sample_256,256,257,0,1,0.520412802696228
lstm_training_data.npz_lrlr_bilstm_model_sample_257,257,258,0,1,0.6619196534156799
lstm_training_data.npz_lrlr_bilstm_model_sample_258,258,259,0,0,0.5
lstm_training_data.npz_lrlr_bilstm_model_sample_259,259,260,0,0,0.3266652524471283
lstm_training_data.npz_lrlr_bilstm_model_sample_260,260,261,0,1,0.5180929899215698
lstm_training_data.npz_lrlr_bilstm_model_sample_261,261,262,0,1,0.5245885252952576
lstm_training_data.npz_lrlr_bilstm_model_sample_262,262,263,0,1,0.5057585835456848
lstm_training_data.npz_lrlr_bilstm_model_sample_263,263,264,1,1,0.5840330123901367
lstm_training_data.npz_lrlr_bilstm_model_sample_264,264,265,1,0,0.4761662483215332
lstm_training_data.npz_lrlr_bilstm_model_sample_265,265,266,1,1,0.5099566578865051
lstm_training_data.npz_lrlr_bilstm_model_sample_266,266,267,1,1,0.5128874182701111
lstm_training_data.npz_lrlr_bilstm_model_sample_267,267,268,1,1,0.5302067995071411
lstm_training_data.npz_lrlr_bilstm_model_sample_268,268,269,1,0,0.43122076988220215
lstm_training_data.npz_lrlr_bilstm_model_sample_269,269,270,1,1,0.5030629634857178
lstm_training_data.npz_lrlr_bilstm_model_sample_270,270,271,0,0,0.4849996864795685
lstm_training_data.npz_lrlr_bilstm_model_sample_271,271,272,0,0,0.3012784719467163
lstm_training_data.npz_lrlr_bilstm_model_sample_272,272,273,0,0,0.21434339880943298
lstm_training_data.npz_lrlr_bilstm_model_sample_273,273,274,0,1,0.5759977698326111
lstm_training_data.npz_lrlr_bilstm_model_sample_274,274,275,0,0,0.3276197016239166
lstm_training_data.npz_lrlr_bilstm_model_sample_275,275,276,0,1,0.6336216926574707
lstm_training_data.npz_lrlr_bilstm_model_sample_276,276,277,0,1,0.6658721566200256
lstm_training_data.npz_lrlr_bilstm_model_sample_277,277,278,0,0,0.33246123790740967
lstm_training_data.npz_lrlr_bilstm_model_sample_278,278,279,0,0,0.412789523601532
lstm_training_data.npz_lrlr_bilstm_model_sample_279,279,280,0,0,0.4504143297672272
lstm_training_data.npz_lrlr_bilstm_model_sample_280,280,281,0,0,0.5
lstm_training_data.npz_lrlr_bilstm_model_sample_281,281,282,0,0,0.5
lstm_training_data.npz_lrlr_bilstm_model_sample_282,282,283,0,1,0.5434097647666931
lstm_training_data.npz_lrlr_bilstm_model_sample_283,283,284,0,1,0.5173103213310242
lstm_training_data.npz_lrlr_bilstm_model_sample_284,284,285,0,0,0.4614311456680298
lstm_training_data.npz_lrlr_bilstm_model_sample_285,285,286,0,0,0.3531131148338318
lstm_training_data.npz_lrlr_bilstm_model_sample_286,286,287,0,1,0.5487055778503418
lstm_training_data.npz_lrlr_bilstm_model_sample_287,287,288,0,0,0.36979639530181885
lstm_training_data.npz_lrlr_bilstm_model_sample_288,288,289,0,0,0.4776591956615448
lstm_training_data.npz_lrlr_bilstm_model_sample_289,289,290,0,0,0.34277573227882385
lstm_training_data.npz_lrlr_bilstm_model_sample_290,290,291,0,1,0.675622820854187
lstm_training_data.npz_lrlr_bilstm_model_sample_291,291,292,0,1,0.6425065994262695
lstm_training_data.npz_lrlr_bilstm_model_sample_292,292,293,0,1,0.5029726624488831
lstm_training_data.npz_lrlr_bilstm_model_sample_293,293,294,0,0,0.4893549382686615
lstm_training_data.npz_lrlr_bilstm_model_sample_294,294,295,0,0,0.4707038700580597
lstm_training_data.npz_lrlr_bilstm_model_sample_295,295,296,1,1,0.5145364999771118
lstm_training_data.npz_lrlr_bilstm_model_sample_296,296,297,1,1,0.5538617372512817
lstm_training_data.npz_lrlr_bilstm_model_sample_297,297,298,1,1,0.6018522381782532
lstm_training_data.npz_lrlr_bilstm_model_sample_298,298,299,0,0,0.47801321744918823
lstm_training_data.npz_lrlr_bilstm_model_sample_299,299,300,0,0,0.34204229712486267
lstm_training_data.npz_lrlr_bilstm_model_sample_300,300,301,0,0,0.34112122654914856
lstm_training_data.npz_lrlr_bilstm_model_sample_301,301,302,1,1,0.658268928527832
lstm_training_data.npz_lrlr_bilstm_model_sample_302,302,303,1,1,0.5727023482322693
lstm_training_data.npz_lrlr_bilstm_model_sample_303,303,304,1,1,0.6512672901153564
lstm_training_data.npz_lrlr_bilstm_model_sample_304,304,305,1,0,0.45052140951156616
lstm_training_data.npz_lrlr_bilstm_model_sample_305,305,306,0,1,0.5033957958221436
lstm_training_data.npz_lrlr_bilstm_model_sample_306,306,307,0,0,0.4537588655948639
lstm_training_data.npz_lrlr_bilstm_model_sample_307,307,308,1,0,0.4938235878944397
lstm_training_data.npz_lrlr_bilstm_model_sample_308,308,309,1,1,0.6014934778213501
lstm_training_data.npz_lrlr_bilstm_model_sample_309,309,310,1,1,0.5397716760635376
